Train Name,From,To,Departure Date,Departure Time,Arrival Time,Base Price,Total Seats
SPT1,Huế,Hà Nội,2026-04-23,18:45,05:45,650000,248
TN2,Hà Nội,Lào Cai,2026-04-23,09:30,20:45,400000,248
HP2,Lào Cai,Hà Nội,2026-04-23,16:30,06:30,400000,248
SE1,Hà Nội,Hải Phòng,2026-04-23,11:45,17:30,150000,248
SE1,Hải Phòng,Hà Nội,2026-04-23,18:45,05:00,150000,248
TN1,Hà Nội,Nha Trang,2026-04-23,10:30,21:00,950000,248
SE9,Nha Trang,Hà Nội,2026-04-23,14:30,07:45,950000,248
SE5,TP Hồ Chí Minh,Đà Nẵng,2026-04-23,08:15,17:15,850000,248
SE5,Đà Nẵng,TP Hồ Chí Minh,2026-04-23,13:45,05:30,850000,248
NA2,TP Hồ Chí Minh,Nha Trang,2026-04-23,08:45,20:15,500000,248
SPT2,Nha Trang,TP Hồ Chí Minh,2026-04-23,13:15,04:15,500000,248
SE1,TP Hồ Chí Minh,Bình Thuận,2026-04-23,05:00,18:45,350000,248
NA2,Bình Thuận,TP Hồ Chí Minh,2026-04-23,14:45,07:15,350000,248
SE8,Đà Nẵng,Huế,2026-04-23,05:00,17:45,120000,248
SE10,Huế,Đà Nẵng,2026-04-23,15:00,06:00,120000,248
SE6,Đà Nẵng,Nha Trang,2026-04-23,11:30,21:30,450000,248
SE1,Nha Trang,Đà Nẵng,2026-04-23,15:00,05:30,450000,248
HP2,Hà Nội,TP Hồ Chí Minh,2026-04-24,05:45,16:00,1200000,248
SE1,TP Hồ Chí Minh,Hà Nội,2026-04-24,15:00,06:00,1200000,248
SE1,Hà Nội,Đà Nẵng,2026-04-24,06:15,21:00,800000,248
SE4,Đà Nẵng,Hà Nội,2026-04-24,13:30,06:45,800000,248
SE10,Hà Nội,Vinh,2026-04-24,07:45,16:30,300000,248
NA2,Vinh,Hà Nội,2026-04-24,18:30,06:15,300000,248
SE3,Hà Nội,Huế,2026-04-24,06:30,20:45,650000,248
HP1,Huế,Hà Nội,2026-04-24,17:30,04:45,650000,248
SE9,Hà Nội,Lào Cai,2026-04-24,07:15,18:45,400000,248
NA2,Lào Cai,Hà Nội,2026-04-24,16:15,06:30,400000,248
HP2,Hà Nội,Hải Phòng,2026-04-24,09:45,16:30,150000,248
NA2,Hải Phòng,Hà Nội,2026-04-24,15:30,07:00,150000,248
SE6,Hà Nội,Nha Trang,2026-04-24,10:45,18:30,950000,248
SE6,Nha Trang,Hà Nội,2026-04-24,15:45,06:00,950000,248
SE10,TP Hồ Chí Minh,Đà Nẵng,2026-04-24,09:15,19:15,850000,248
VĐ2,Đà Nẵng,TP Hồ Chí Minh,2026-04-24,14:30,05:30,850000,248
VĐ1,TP Hồ Chí Minh,Nha Trang,2026-04-24,07:00,16:00,500000,248
VĐ2,Nha Trang,TP Hồ Chí Minh,2026-04-24,15:45,04:15,500000,248
SE2,TP Hồ Chí Minh,Bình Thuận,2026-04-24,09:30,17:45,350000,248
SE2,Bình Thuận,TP Hồ Chí Minh,2026-04-24,13:15,05:30,350000,248
SE9,Đà Nẵng,Huế,2026-04-24,10:00,21:15,120000,248
SPT1,Huế,Đà Nẵng,2026-04-24,16:45,05:00,120000,248
SE6,Đà Nẵng,Nha Trang,2026-04-24,11:45,18:00,450000,248
SE1,Nha Trang,Đà Nẵng,2026-04-24,18:30,06:00,450000,248
SE1,Hà Nội,TP Hồ Chí Minh,2026-04-25,08:45,17:30,1200000,248
SE2,TP Hồ Chí Minh,Hà Nội,2026-04-25,18:15,07:30,1200000,248
SE10,Hà Nội,Đà Nẵng,2026-04-25,05:30,17:45,800000,248
SE3,Đà Nẵng,Hà Nội,2026-04-25,17:45,05:30,800000,248
HP1,Hà Nội,Vinh,2026-04-25,09:00,17:15,300000,248
HP1,Vinh,Hà Nội,2026-04-25,16:30,06:00,300000,248
SPT2,Hà Nội,Huế,2026-04-25,05:45,20:45,650000,248
SE6,Huế,Hà Nội,2026-04-25,14:30,05:45,650000,248
TN2,Hà Nội,Lào Cai,2026-04-25,10:45,19:30,400000,248
TN2,Lào Cai,Hà Nội,2026-04-25,14:45,04:30,400000,248
HP2,Hà Nội,Hải Phòng,2026-04-25,05:30,19:30,150000,248
NA1,Hải Phòng,Hà Nội,2026-04-25,18:45,04:00,150000,248
SE2,Hà Nội,Nha Trang,2026-04-25,09:45,19:30,950000,248
VĐ1,Nha Trang,Hà Nội,2026-04-25,17:15,07:15,950000,248
SE9,TP Hồ Chí Minh,Đà Nẵng,2026-04-25,07:45,20:45,850000,248
SPT1,Đà Nẵng,TP Hồ Chí Minh,2026-04-25,15:00,04:15,850000,248
TN2,TP Hồ Chí Minh,Nha Trang,2026-04-25,11:45,21:15,500000,248
VĐ2,Nha Trang,TP Hồ Chí Minh,2026-04-25,16:45,06:00,500000,248
SE8,TP Hồ Chí Minh,Bình Thuận,2026-04-25,08:15,21:00,350000,248
NA1,Bình Thuận,TP Hồ Chí Minh,2026-04-25,14:15,07:15,350000,248
SE5,Đà Nẵng,Huế,2026-04-25,06:45,20:00,120000,248
SE2,Huế,Đà Nẵng,2026-04-25,13:45,06:45,120000,248
SPT1,Đà Nẵng,Nha Trang,2026-04-25,12:00,18:30,450000,248
NA1,Nha Trang,Đà Nẵng,2026-04-25,13:30,07:00,450000,248
SE3,Hà Nội,TP Hồ Chí Minh,2026-04-26,05:45,18:00,1200000,248
NA1,TP Hồ Chí Minh,Hà Nội,2026-04-26,15:45,07:00,1200000,248
HP1,Hà Nội,Đà Nẵng,2026-04-26,11:45,19:45,800000,248
HP1,Đà Nẵng,Hà Nội,2026-04-26,13:30,05:30,800000,248
SPT1,Hà Nội,Vinh,2026-04-26,11:15,18:15,300000,248
HP1,Vinh,Hà Nội,2026-04-26,13:15,07:45,300000,248
SE10,Hà Nội,Huế,2026-04-26,09:00,17:30,650000,248
HP1,Huế,Hà Nội,2026-04-26,16:45,04:30,650000,248
NA1,Hà Nội,Lào Cai,2026-04-26,05:15,17:00,400000,248
VĐ2,Lào Cai,Hà Nội,2026-04-26,17:45,07:15,400000,248
NA1,Hà Nội,Hải Phòng,2026-04-26,10:00,16:15,150000,248
SPT1,Hải Phòng,Hà Nội,2026-04-26,14:30,05:00,150000,248
SPT2,Hà Nội,Nha Trang,2026-04-26,10:45,16:30,950000,248
TN2,Nha Trang,Hà Nội,2026-04-26,18:15,04:45,950000,248
SE1,TP Hồ Chí Minh,Đà Nẵng,2026-04-26,07:30,18:00,850000,248
NA2,Đà Nẵng,TP Hồ Chí Minh,2026-04-26,16:15,06:45,850000,248
SE5,TP Hồ Chí Minh,Nha Trang,2026-04-26,10:00,17:15,500000,248
SE6,Nha Trang,TP Hồ Chí Minh,2026-04-26,14:00,07:15,500000,248
SE1,TP Hồ Chí Minh,Bình Thuận,2026-04-26,05:00,21:45,350000,248
TN1,Bình Thuận,TP Hồ Chí Minh,2026-04-26,17:15,04:15,350000,248
TN1,Đà Nẵng,Huế,2026-04-26,11:15,17:00,120000,248
TN1,Huế,Đà Nẵng,2026-04-26,17:15,05:00,120000,248
SE4,Đà Nẵng,Nha Trang,2026-04-26,12:00,16:30,450000,248
NA2,Nha Trang,Đà Nẵng,2026-04-26,16:30,06:00,450000,248
VĐ1,Hà Nội,TP Hồ Chí Minh,2026-04-27,06:30,16:00,1200000,248
VĐ2,TP Hồ Chí Minh,Hà Nội,2026-04-27,18:45,04:15,1200000,248
VĐ2,Hà Nội,Đà Nẵng,2026-04-27,08:00,17:45,800000,248
NA2,Đà Nẵng,Hà Nội,2026-04-27,13:15,07:00,800000,248
SE9,Hà Nội,Vinh,2026-04-27,05:00,20:00,300000,248
SE2,Vinh,Hà Nội,2026-04-27,18:15,05:45,300000,248
NA2,Hà Nội,Huế,2026-04-27,09:00,17:00,650000,248
SE2,Huế,Hà Nội,2026-04-27,13:30,07:00,650000,248
SE5,Hà Nội,Lào Cai,2026-04-27,08:00,16:15,400000,248
SE3,Lào Cai,Hà Nội,2026-04-27,17:30,06:00,400000,248
SE3,Hà Nội,Hải Phòng,2026-04-27,06:45,17:00,150000,248
SPT1,Hải Phòng,Hà Nội,2026-04-27,15:30,06:30,150000,248
SE7,Hà Nội,Nha Trang,2026-04-27,11:45,20:15,950000,248
NA2,Nha Trang,Hà Nội,2026-04-27,13:00,04:30,950000,248
SE8,TP Hồ Chí Minh,Đà Nẵng,2026-04-27,09:45,16:15,850000,248
SE3,Đà Nẵng,TP Hồ Chí Minh,2026-04-27,18:15,05:00,850000,248
SE4,TP Hồ Chí Minh,Nha Trang,2026-04-27,06:00,20:30,500000,248
SE5,Nha Trang,TP Hồ Chí Minh,2026-04-27,18:45,06:15,500000,248
SPT1,TP Hồ Chí Minh,Bình Thuận,2026-04-27,08:15,19:30,350000,248
NA1,Bình Thuận,TP Hồ Chí Minh,2026-04-27,15:45,04:15,350000,248
HP1,Đà Nẵng,Huế,2026-04-27,05:30,21:00,120000,248
SPT1,Huế,Đà Nẵng,2026-04-27,15:45,07:45,120000,248
TN1,Đà Nẵng,Nha Trang,2026-04-27,05:45,21:00,450000,248
SPT1,Nha Trang,Đà Nẵng,2026-04-27,13:00,04:30,450000,248
SE2,Hà Nội,TP Hồ Chí Minh,2026-04-28,05:15,20:15,1200000,248
VĐ2,TP Hồ Chí Minh,Hà Nội,2026-04-28,14:45,06:00,1200000,248
SE7,Hà Nội,Đà Nẵng,2026-04-28,11:15,16:15,800000,248
SE8,Đà Nẵng,Hà Nội,2026-04-28,15:15,06:30,800000,248
SE7,Hà Nội,Vinh,2026-04-28,09:30,20:45,300000,248
SE2,Vinh,Hà Nội,2026-04-28,15:15,06:00,300000,248
SE9,Hà Nội,Huế,2026-04-28,05:15,20:15,650000,248
SE7,Huế,Hà Nội,2026-04-28,14:45,05:00,650000,248
SE10,Hà Nội,Lào Cai,2026-04-28,05:45,16:00,400000,248
SE5,Lào Cai,Hà Nội,2026-04-28,17:45,04:30,400000,248
SPT2,Hà Nội,Hải Phòng,2026-04-28,12:15,18:00,150000,248
SE2,Hải Phòng,Hà Nội,2026-04-28,14:30,05:30,150000,248
VĐ1,Hà Nội,Nha Trang,2026-04-28,12:00,20:00,950000,248
TN1,Nha Trang,Hà Nội,2026-04-28,17:45,04:30,950000,248
SE4,TP Hồ Chí Minh,Đà Nẵng,2026-04-28,07:45,20:00,850000,248
SPT1,Đà Nẵng,TP Hồ Chí Minh,2026-04-28,17:45,07:00,850000,248
SE6,TP Hồ Chí Minh,Nha Trang,2026-04-28,05:30,18:15,500000,248
HP1,Nha Trang,TP Hồ Chí Minh,2026-04-28,14:15,06:00,500000,248
SE9,TP Hồ Chí Minh,Bình Thuận,2026-04-28,10:15,17:15,350000,248
TN1,Bình Thuận,TP Hồ Chí Minh,2026-04-28,15:45,07:30,350000,248
SE8,Đà Nẵng,Huế,2026-04-28,08:45,18:45,120000,248
SE1,Huế,Đà Nẵng,2026-04-28,15:00,05:30,120000,248
SE7,Đà Nẵng,Nha Trang,2026-04-28,07:45,20:30,450000,248
SE1,Nha Trang,Đà Nẵng,2026-04-28,13:30,07:00,450000,248
HP2,Hà Nội,TP Hồ Chí Minh,2026-04-29,10:00,16:45,1200000,248
NA1,TP Hồ Chí Minh,Hà Nội,2026-04-29,17:45,06:00,1200000,248
SE5,Hà Nội,Đà Nẵng,2026-04-29,08:45,18:15,800000,248
SPT1,Đà Nẵng,Hà Nội,2026-04-29,15:30,06:30,800000,248
VĐ2,Hà Nội,Vinh,2026-04-29,06:15,18:15,300000,248
SE2,Vinh,Hà Nội,2026-04-29,14:00,05:00,300000,248
SE7,Hà Nội,Huế,2026-04-29,07:15,20:45,650000,248
SE2,Huế,Hà Nội,2026-04-29,17:30,06:00,650000,248
SE2,Hà Nội,Lào Cai,2026-04-29,07:15,19:30,400000,248
SE9,Lào Cai,Hà Nội,2026-04-29,17:45,06:00,400000,248
HP1,Hà Nội,Hải Phòng,2026-04-29,06:15,17:30,150000,248
VĐ2,Hải Phòng,Hà Nội,2026-04-29,15:15,07:00,150000,248
VĐ1,Hà Nội,Nha Trang,2026-04-29,10:45,18:30,950000,248
NA2,Nha Trang,Hà Nội,2026-04-29,15:00,05:15,950000,248
SE1,TP Hồ Chí Minh,Đà Nẵng,2026-04-29,09:15,20:15,850000,248
TN2,Đà Nẵng,TP Hồ Chí Minh,2026-04-29,13:00,04:15,850000,248
SPT1,TP Hồ Chí Minh,Nha Trang,2026-04-29,06:00,21:15,500000,248
SE8,Nha Trang,TP Hồ Chí Minh,2026-04-29,13:45,07:30,500000,248
HP2,TP Hồ Chí Minh,Bình Thuận,2026-04-29,07:30,19:00,350000,248
SE1,Bình Thuận,TP Hồ Chí Minh,2026-04-29,15:45,05:15,350000,248
SE9,Đà Nẵng,Huế,2026-04-29,09:15,20:30,120000,248
HP1,Huế,Đà Nẵng,2026-04-29,18:30,04:30,120000,248
SE10,Đà Nẵng,Nha Trang,2026-04-29,09:30,20:45,450000,248
SE10,Nha Trang,Đà Nẵng,2026-04-29,17:45,04:00,450000,248
TN2,Hà Nội,TP Hồ Chí Minh,2026-04-30,11:30,21:15,1200000,248
VĐ2,TP Hồ Chí Minh,Hà Nội,2026-04-30,13:00,04:45,1200000,248
HP1,Hà Nội,Đà Nẵng,2026-04-30,10:45,16:45,800000,248
NA2,Đà Nẵng,Hà Nội,2026-04-30,16:30,06:15,800000,248
SE5,Hà Nội,Vinh,2026-04-30,08:15,19:45,300000,248
SE10,Vinh,Hà Nội,2026-04-30,13:00,04:15,300000,248
NA2,Hà Nội,Huế,2026-04-30,07:45,17:45,650000,248
TN2,Huế,Hà Nội,2026-04-30,17:00,06:30,650000,248
VĐ1,Hà Nội,Lào Cai,2026-04-30,10:30,17:30,400000,248
VĐ2,Lào Cai,Hà Nội,2026-04-30,18:30,04:00,400000,248
VĐ2,Hà Nội,Hải Phòng,2026-04-30,11:15,17:45,150000,248
TN1,Hải Phòng,Hà Nội,2026-04-30,16:00,04:00,150000,248
SE3,Hà Nội,Nha Trang,2026-04-30,12:45,21:30,950000,248
HP1,Nha Trang,Hà Nội,2026-04-30,15:45,06:00,950000,248
SE5,TP Hồ Chí Minh,Đà Nẵng,2026-04-30,05:15,18:30,850000,248
SPT2,Đà Nẵng,TP Hồ Chí Minh,2026-04-30,15:15,05:00,850000,248
SPT2,TP Hồ Chí Minh,Nha Trang,2026-04-30,08:00,20:45,500000,248
SE9,Nha Trang,TP Hồ Chí Minh,2026-04-30,14:00,07:00,500000,248
HP1,TP Hồ Chí Minh,Bình Thuận,2026-04-30,07:30,21:15,350000,248
NA1,Bình Thuận,TP Hồ Chí Minh,2026-04-30,15:45,07:00,350000,248
TN1,Đà Nẵng,Huế,2026-04-30,10:45,17:15,120000,248
SE3,Huế,Đà Nẵng,2026-04-30,14:45,04:45,120000,248
SE7,Đà Nẵng,Nha Trang,2026-04-30,06:30,18:30,450000,248
SPT1,Nha Trang,Đà Nẵng,2026-04-30,15:15,05:00,450000,248
SE9,Hà Nội,TP Hồ Chí Minh,2026-05-01,06:15,16:30,1200000,248
HP2,TP Hồ Chí Minh,Hà Nội,2026-05-01,16:15,05:30,1200000,248
SE1,Hà Nội,Đà Nẵng,2026-05-01,08:00,19:45,800000,248
SE9,Đà Nẵng,Hà Nội,2026-05-01,16:15,06:30,800000,248
SE4,Hà Nội,Vinh,2026-05-01,08:30,21:45,300000,248
SE1,Vinh,Hà Nội,2026-05-01,16:45,04:00,300000,248
NA1,Hà Nội,Huế,2026-05-01,09:30,21:15,650000,248
SPT1,Huế,Hà Nội,2026-05-01,13:30,04:00,650000,248
NA1,Hà Nội,Lào Cai,2026-05-01,12:00,20:00,400000,248
SE5,Lào Cai,Hà Nội,2026-05-01,14:00,07:00,400000,248
VĐ1,Hà Nội,Hải Phòng,2026-05-01,06:00,16:15,150000,248
TN1,Hải Phòng,Hà Nội,2026-05-01,16:30,07:30,150000,248
SPT1,Hà Nội,Nha Trang,2026-05-01,07:45,20:15,950000,248
NA1,Nha Trang,Hà Nội,2026-05-01,15:45,06:45,950000,248
SE7,TP Hồ Chí Minh,Đà Nẵng,2026-05-01,11:15,16:30,850000,248
SE8,Đà Nẵng,TP Hồ Chí Minh,2026-05-01,14:30,05:45,850000,248
SE2,TP Hồ Chí Minh,Nha Trang,2026-05-01,10:45,19:30,500000,248
TN2,Nha Trang,TP Hồ Chí Minh,2026-05-01,13:15,06:00,500000,248
SE5,TP Hồ Chí Minh,Bình Thuận,2026-05-01,11:00,18:15,350000,248
SE1,Bình Thuận,TP Hồ Chí Minh,2026-05-01,15:00,06:15,350000,248
SE8,Đà Nẵng,Huế,2026-05-01,08:15,20:45,120000,248
SE8,Huế,Đà Nẵng,2026-05-01,16:30,07:30,120000,248
TN2,Đà Nẵng,Nha Trang,2026-05-01,10:15,20:45,450000,248
NA2,Nha Trang,Đà Nẵng,2026-05-01,18:30,05:15,450000,248
HP2,Hà Nội,TP Hồ Chí Minh,2026-05-02,12:15,21:15,1200000,248
SE7,TP Hồ Chí Minh,Hà Nội,2026-05-02,14:45,05:45,1200000,248
SE8,Hà Nội,Đà Nẵng,2026-05-02,06:00,18:45,800000,248
SE9,Đà Nẵng,Hà Nội,2026-05-02,15:00,04:30,800000,248
SE8,Hà Nội,Vinh,2026-05-02,11:45,19:45,300000,248
SPT1,Vinh,Hà Nội,2026-05-02,18:00,07:00,300000,248
HP2,Hà Nội,Huế,2026-05-02,12:00,20:15,650000,248
TN2,Huế,Hà Nội,2026-05-02,18:15,04:00,650000,248
VĐ1,Hà Nội,Lào Cai,2026-05-02,10:00,18:00,400000,248
SE6,Lào Cai,Hà Nội,2026-05-02,18:30,04:15,400000,248
SE7,Hà Nội,Hải Phòng,2026-05-02,09:45,17:45,150000,248
NA1,Hải Phòng,Hà Nội,2026-05-02,17:15,04:30,150000,248
NA2,Hà Nội,Nha Trang,2026-05-02,07:15,17:15,950000,248
NA2,Nha Trang,Hà Nội,2026-05-02,16:45,07:30,950000,248
VĐ2,TP Hồ Chí Minh,Đà Nẵng,2026-05-02,05:00,18:30,850000,248
SE4,Đà Nẵng,TP Hồ Chí Minh,2026-05-02,13:00,06:30,850000,248
HP1,TP Hồ Chí Minh,Nha Trang,2026-05-02,05:45,19:45,500000,248
SE6,Nha Trang,TP Hồ Chí Minh,2026-05-02,15:45,06:00,500000,248
SE10,TP Hồ Chí Minh,Bình Thuận,2026-05-02,09:45,16:00,350000,248
SE6,Bình Thuận,TP Hồ Chí Minh,2026-05-02,15:30,07:00,350000,248
SE8,Đà Nẵng,Huế,2026-05-02,06:00,20:30,120000,248
NA2,Huế,Đà Nẵng,2026-05-02,15:45,04:30,120000,248
VĐ1,Đà Nẵng,Nha Trang,2026-05-02,10:30,21:45,450000,248
SE6,Nha Trang,Đà Nẵng,2026-05-02,17:45,06:00,450000,248
HP1,Hà Nội,TP Hồ Chí Minh,2026-05-03,08:00,18:45,1200000,248
SE4,TP Hồ Chí Minh,Hà Nội,2026-05-03,17:15,07:15,1200000,248
SE4,Hà Nội,Đà Nẵng,2026-05-03,10:30,21:00,800000,248
SE8,Đà Nẵng,Hà Nội,2026-05-03,15:45,04:45,800000,248
SE8,Hà Nội,Vinh,2026-05-03,08:45,18:00,300000,248
VĐ2,Vinh,Hà Nội,2026-05-03,17:00,07:45,300000,248
TN2,Hà Nội,Huế,2026-05-03,10:30,19:45,650000,248
VĐ1,Huế,Hà Nội,2026-05-03,15:30,05:30,650000,248
SE4,Hà Nội,Lào Cai,2026-05-03,08:15,21:30,400000,248
VĐ1,Lào Cai,Hà Nội,2026-05-03,15:30,05:00,400000,248
SE3,Hà Nội,Hải Phòng,2026-05-03,07:45,17:30,150000,248
TN1,Hải Phòng,Hà Nội,2026-05-03,17:00,07:30,150000,248
HP1,Hà Nội,Nha Trang,2026-05-03,10:00,16:15,950000,248
SE1,Nha Trang,Hà Nội,2026-05-03,14:45,06:00,950000,248
NA2,TP Hồ Chí Minh,Đà Nẵng,2026-05-03,05:15,16:15,850000,248
SE4,Đà Nẵng,TP Hồ Chí Minh,2026-05-03,13:15,07:15,850000,248
SE7,TP Hồ Chí Minh,Nha Trang,2026-05-03,05:30,18:15,500000,248
VĐ2,Nha Trang,TP Hồ Chí Minh,2026-05-03,15:15,06:30,500000,248
NA2,TP Hồ Chí Minh,Bình Thuận,2026-05-03,09:45,16:30,350000,248
TN1,Bình Thuận,TP Hồ Chí Minh,2026-05-03,17:15,04:30,350000,248
SE6,Đà Nẵng,Huế,2026-05-03,07:00,17:30,120000,248
SE3,Huế,Đà Nẵng,2026-05-03,16:15,05:30,120000,248
NA1,Đà Nẵng,Nha Trang,2026-05-03,09:15,19:30,450000,248
HP1,Nha Trang,Đà Nẵng,2026-05-03,16:00,06:00,450000,248
TN2,Hà Nội,TP Hồ Chí Minh,2026-05-04,06:45,16:00,1200000,248
TN1,TP Hồ Chí Minh,Hà Nội,2026-05-04,18:00,04:30,1200000,248
SE3,Hà Nội,Đà Nẵng,2026-05-04,07:30,20:15,800000,248
NA1,Đà Nẵng,Hà Nội,2026-05-04,14:00,05:45,800000,248
TN1,Hà Nội,Vinh,2026-05-04,12:00,16:30,300000,248
SE1,Vinh,Hà Nội,2026-05-04,17:15,04:00,300000,248
TN1,Hà Nội,Huế,2026-05-04,12:00,17:45,650000,248
SE6,Huế,Hà Nội,2026-05-04,17:15,04:45,650000,248
SE10,Hà Nội,Lào Cai,2026-05-04,10:15,19:00,400000,248
SE4,Lào Cai,Hà Nội,2026-05-04,13:15,06:30,400000,248
SE4,Hà Nội,Hải Phòng,2026-05-04,08:45,18:00,150000,248
SE7,Hải Phòng,Hà Nội,2026-05-04,16:15,06:45,150000,248
SE1,Hà Nội,Nha Trang,2026-05-04,11:00,20:00,950000,248
SE2,Nha Trang,Hà Nội,2026-05-04,17:30,05:30,950000,248
SPT1,TP Hồ Chí Minh,Đà Nẵng,2026-05-04,11:45,17:00,850000,248
SE10,Đà Nẵng,TP Hồ Chí Minh,2026-05-04,17:45,06:15,850000,248
SE6,TP Hồ Chí Minh,Nha Trang,2026-05-04,07:15,20:45,500000,248
NA1,Nha Trang,TP Hồ Chí Minh,2026-05-04,13:45,04:45,500000,248
SE8,TP Hồ Chí Minh,Bình Thuận,2026-05-04,05:15,16:15,350000,248
SE1,Bình Thuận,TP Hồ Chí Minh,2026-05-04,18:00,07:30,350000,248
VĐ2,Đà Nẵng,Huế,2026-05-04,08:30,18:30,120000,248
SE9,Huế,Đà Nẵng,2026-05-04,14:15,07:45,120000,248
VĐ2,Đà Nẵng,Nha Trang,2026-05-04,06:45,20:30,450000,248
SE6,Nha Trang,Đà Nẵng,2026-05-04,13:00,07:30,450000,248
NA1,Hà Nội,TP Hồ Chí Minh,2026-05-05,12:30,18:15,1200000,248
SE5,TP Hồ Chí Minh,Hà Nội,2026-05-05,18:00,05:30,1200000,248
SE10,Hà Nội,Đà Nẵng,2026-05-05,12:15,20:30,800000,248
SE8,Đà Nẵng,Hà Nội,2026-05-05,14:30,05:00,800000,248
SE3,Hà Nội,Vinh,2026-05-05,08:30,17:45,300000,248
VĐ1,Vinh,Hà Nội,2026-05-05,15:45,05:30,300000,248
SE1,Hà Nội,Huế,2026-05-05,09:15,18:30,650000,248
SE5,Huế,Hà Nội,2026-05-05,13:00,05:15,650000,248
SE8,Hà Nội,Lào Cai,2026-05-05,08:30,17:45,400000,248
SE9,Lào Cai,Hà Nội,2026-05-05,18:45,06:15,400000,248
TN2,Hà Nội,Hải Phòng,2026-05-05,11:30,19:30,150000,248
NA1,Hải Phòng,Hà Nội,2026-05-05,17:00,07:30,150000,248
SPT1,Hà Nội,Nha Trang,2026-05-05,07:00,19:00,950000,248
VĐ1,Nha Trang,Hà Nội,2026-05-05,13:15,06:15,950000,248
SE6,TP Hồ Chí Minh,Đà Nẵng,2026-05-05,05:45,18:45,850000,248
SE4,Đà Nẵng,TP Hồ Chí Minh,2026-05-05,17:00,05:15,850000,248
VĐ2,TP Hồ Chí Minh,Nha Trang,2026-05-05,12:00,20:30,500000,248
SE10,Nha Trang,TP Hồ Chí Minh,2026-05-05,14:30,06:45,500000,248
TN1,TP Hồ Chí Minh,Bình Thuận,2026-05-05,09:00,21:15,350000,248
TN1,Bình Thuận,TP Hồ Chí Minh,2026-05-05,16:15,04:45,350000,248
SE8,Đà Nẵng,Huế,2026-05-05,06:45,16:30,120000,248
SE2,Huế,Đà Nẵng,2026-05-05,17:45,04:30,120000,248
VĐ2,Đà Nẵng,Nha Trang,2026-05-05,09:00,20:15,450000,248
VĐ1,Nha Trang,Đà Nẵng,2026-05-05,16:30,05:30,450000,248
SE4,Hà Nội,TP Hồ Chí Minh,2026-05-06,07:30,18:00,1200000,248
SE2,TP Hồ Chí Minh,Hà Nội,2026-05-06,15:00,05:15,1200000,248
SE2,Hà Nội,Đà Nẵng,2026-05-06,05:00,20:45,800000,248
SE3,Đà Nẵng,Hà Nội,2026-05-06,13:45,04:00,800000,248
HP2,Hà Nội,Vinh,2026-05-06,06:45,21:45,300000,248
SE6,Vinh,Hà Nội,2026-05-06,17:00,04:15,300000,248
VĐ2,Hà Nội,Huế,2026-05-06,09:00,20:30,650000,248
SE2,Huế,Hà Nội,2026-05-06,13:00,06:30,650000,248
SE1,Hà Nội,Lào Cai,2026-05-06,09:30,17:30,400000,248
SE6,Lào Cai,Hà Nội,2026-05-06,15:45,06:15,400000,248
TN2,Hà Nội,Hải Phòng,2026-05-06,05:00,21:15,150000,248
SE5,Hải Phòng,Hà Nội,2026-05-06,15:00,04:45,150000,248
VĐ2,Hà Nội,Nha Trang,2026-05-06,08:45,18:00,950000,248
SE3,Nha Trang,Hà Nội,2026-05-06,15:00,05:30,950000,248
VĐ2,TP Hồ Chí Minh,Đà Nẵng,2026-05-06,11:15,19:00,850000,248
HP1,Đà Nẵng,TP Hồ Chí Minh,2026-05-06,15:30,06:45,850000,248
NA1,TP Hồ Chí Minh,Nha Trang,2026-05-06,12:15,21:00,500000,248
SE4,Nha Trang,TP Hồ Chí Minh,2026-05-06,18:45,07:15,500000,248
SE1,TP Hồ Chí Minh,Bình Thuận,2026-05-06,09:45,18:00,350000,248
SE5,Bình Thuận,TP Hồ Chí Minh,2026-05-06,18:45,07:00,350000,248
SPT2,Đà Nẵng,Huế,2026-05-06,09:15,16:00,120000,248
TN2,Huế,Đà Nẵng,2026-05-06,16:00,05:15,120000,248
HP1,Đà Nẵng,Nha Trang,2026-05-06,05:45,19:15,450000,248
SE8,Nha Trang,Đà Nẵng,2026-05-06,17:15,07:15,450000,248
SE3,Hà Nội,TP Hồ Chí Minh,2026-05-07,09:00,17:15,1200000,248
SE9,TP Hồ Chí Minh,Hà Nội,2026-05-07,15:00,06:30,1200000,248
SE4,Hà Nội,Đà Nẵng,2026-05-07,09:00,21:00,800000,248
HP2,Đà Nẵng,Hà Nội,2026-05-07,15:30,07:15,800000,248
SE10,Hà Nội,Vinh,2026-05-07,09:45,18:15,300000,248
SE1,Vinh,Hà Nội,2026-05-07,16:15,05:30,300000,248
SPT2,Hà Nội,Huế,2026-05-07,06:30,20:15,650000,248
SE1,Huế,Hà Nội,2026-05-07,17:30,04:45,650000,248
SE8,Hà Nội,Lào Cai,2026-05-07,12:45,20:30,400000,248
HP2,Lào Cai,Hà Nội,2026-05-07,16:15,05:00,400000,248
SPT1,Hà Nội,Hải Phòng,2026-05-07,07:45,19:30,150000,248
HP2,Hải Phòng,Hà Nội,2026-05-07,13:30,06:00,150000,248
SE10,Hà Nội,Nha Trang,2026-05-07,07:30,20:00,950000,248
VĐ2,Nha Trang,Hà Nội,2026-05-07,16:15,04:15,950000,248
NA2,TP Hồ Chí Minh,Đà Nẵng,2026-05-07,06:45,18:00,850000,248
